# ----------------------------------------
# Report CSV Export
# Account: psyTeachR
# Property: psyTeachR
# ----------------------------------------
# 
# All Users
# Start date: 20211010
# End date: 20211014

Page path + query string and screen class,Views
/analysis-v2/data-wrangling-a-key-skill.html?fbclid=IwAR0cdWjvp35lr75Ew4ZgOfdJRS6EQeGWVUAnqSW9Hc74MysOBjNpYWcR3rU,1
/analysis-v2/data-wrangling-a-key-skill.html?q=inner,1
/analysis-v2/data-wrangling-a-key-skill.html?q=pull(),1
/analysis-v2/data-wrangling-a-key-skill.html?q=task%202,1
/analysis-v2/starting-with-r-markdown.html?q=read_csv,1
/analysis-v2/starting-with-r-markdown.html?q=rep,1
/analysis-v2/symbols.html,1
/book-template/style-demo.html,1
/book-template/symbols.html,1
/data-skills-v1/installing-r.html?q=download%20r,1
/data-skills-v1/intro-to-data-viz.html?q=visua,1
/data-skills-v1/intro-to-probability.html,1
/data-skills-v1/loading-data.html?q=visual,1
/data-skills-v1/programming-basics.html?q=install%20package,1
/data-skills-v1/project-analysis.html,1
/data-skills-v1/project-analysis.html?q=codebook,1
/data-skills-v1/project-analysis.html?q=na.rm,1
/data-skills-v1/project-analysis.html?q=wider,1
/data-skills-v1/reshaping-data.html?q=INNER_JOIN,1
/data-skills-v1/scatterplots.html?q=color,1
/data-skills-v1/scatterplots.html?q=corr,1
/data-skills-v1/scatterplots.html?q=correlation,1
/data-skills-v1/simulation.html,1
/data-skills-v1/simulation.html?q=labs,1
/data-skills-v1/updating-r-rstudio-and-packages.html,1
/glossary/a,1
/glossary/b.html,1
/glossary/d.html,1
/glossary/f,1
/glossary/h.html,1
/glossary/null,1
/glossary/o,1
/glossary/o.html,1
/glossary/s,1
/glossary/symbols.html,1
/glossary/y,1
/glossary/y.html,1
/handyworkbook/chi-square-cross-tabulation.html,1
/handyworkbook/conventions.html,1
/handyworkbook/installing-r.html,1
/handyworkbook/symbols.html,1
/introdataviz/conclusion.html,1
/msc-conv/data-transformation.html,1
/msc-conv/index.html,1
/msc-conv/intro-to-data-viz.html,1
/msc-conv/multiple-regression.html,1
/msc-conv/non-parametric-tests.html,1
/msc-conv/permutation-tests.html,1
/msc-conv/power-and-error.html,1
/msc-data-skills/acknowledgements.html,1
/msc-data-skills/bookrefs.html,1
/psychopy-bsc-talk/about-psychopy.html,1
/quant-fun-v2/correlation.html?q=Descriptive%20statistics,1
/quant-fun-v2/data-wrangling-1.html?q=boolean,1
/quant-fun-v2/data-wrangling-2.html?q=%in%,1
/quant-fun-v2/data-wrangling-2.html?q=selec,1
/quant-fun-v2/data-wrangling-2.html?q=select,1
/quant-fun-v2/data-wrangling-2.html?q=summari,1
/quant-fun-v2/data-wrangling-3.html?q=pipes,1
/quant-fun-v2/data-wrangling-3.html?q=summarise(),1
/quant-fun-v2/factorial-anova.html?q=descriptive%20statistics,1
/quant-fun-v2/factorial-anova.html?q=emmeans,1
/quant-fun-v2/factorial-anova.html?q=mean,1
/quant-fun-v2/installing-r.html,1
/quant-fun-v2/intro-to-r.html?q=knit,1
/quant-fun-v2/multiple-regression.html?q=if_else,1
/quant-fun-v2/one-way-anova.html?q=standard%20deviation,1
/quant-fun-v2/one-way-anova.html?q=standard%20error,1
/quant-fun-v2/probability.html?q=standard%20deviation,1
/quant-fun-v2/programming-basics.html?q=console%20window,1
/quant-fun-v2/programming-basics.html?q=r%20server,1
/quant-fun-v2/programming-basics.html?q=tidy,1
/quant-fun-v2/starting-with-data.html?q=delete,1
/quant-fun-v2/starting-with-data.html?q=knit,1
/quant-fun-v2/t-tests.html?q=descriptive,1
/quant-fun-v2/t-tests.html?q=descriptive%20an,1
/quant-fun-v2/updating-packages.html,1
/r-for-psychologists/,1
/reprores-v2/bookrefs.html,1
/reprores-v2/data.html?q=omit,1
/reprores-v2/func.html,1
/reprores-v2/glm.html,1
/reprores-v2/index.html?mkt_tok=MzAzLUVJQy00OTkAAAF_xr79OCyDnwz8TOBgTaCdEI4C8BiHTAsz0_Q6EJuJg_RLD2MBIKxu6GDiE8fH3_7xvnSItdHRofev8Oiky_1yNp0CSSlqWI-azpAnnIeLSg,1
/reprores-v2/reprores-v2.mobi,1
/resources,1
/rmd_output/0/r-basics.html,1
/rmd_output/0/stkcb_xacsuat.html,1
/rmd_output/1/about-psychopy.html,1
/rmd_output/1/introduction.html,1
/rmd_output/2/dthls_dieutri.html,1
/rmd_output/3/about-psychopy.html,1
/rmd_output/3/dthcb_gioithieu.html,1
/rmd_output/3/dthls_dieutri.html,1
/rmd_output/3/hello-world-with-a-text-and-a-response.html,1
/rmd_output/3/introduction.html,1
/rmd_output/4/about-psychopy.html,1
/rmd_output/4/dthcb_gioithieu.html,1
/s/03ac03cc65096e588a7f8/files/.Rp/packages/reprores/book/index.html,1
/s/03ac03cc65096e588a7f8/files/.Rp/packages/reprores/book/intro.html,1
/s/03ac03cc65096e588a7f8/files/.Rp/packages/reprores/book/repro.html,1
/s/03ac061af1508e588a7f8/files/.Rp/packages/reprores/book/repro.html,1
/s/03ac0fef03e45e588a7f8/files/.Rp/packages/reprores/book/index.html,1
/s/03ac0fef03e45e588a7f8/files/.Rp/packages/reprores/book/intro.html,1
/shiny-tutorials/coding_club,1
/shiny-tutorials/index.html,1
/stat-models-v1/generalized-linear-mixed-effects-models.html?q=interaction,1
/stat-models-v1/interactions.html?q=cate,1
/stat-models-v1/interactions.html?q=cell%20means,1
/stat-models-v1/interactions.html?q=grand,1
/stat-models-v1/interactions.html?q=interaction,1
/stat-models-v1/interactions.html?q=t%20test,1
/stat-models-v1/introducing-linear-mixed-effects-models.html?q=corr(),1
/stat-models-v1/introducing-linear-mixed-effects-models.html?q=mu,1
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html?q=decomposition,1
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html?q=decomposition%20table,1
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html?q=rep(,1
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html?q=rep(),1
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html%3Chttps:/nam11.safelinks.protection.outlook.com/,1
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html%3chttps:/nam11.safelinks.protection.outlook.com/?url=https%3A%2F%2Fpsyteachr.github.io%2Fstat-models-v1%2Flinear-mixed-effects-models-with-one-random-factor.html&data=04%7C01%7Cjasmine.lauren.mirdamadi,1
/stat-models-v1/multiple-regression.html?q=significant,1
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html?q=PAIRWISE,1
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html?q=pivot,1
/trdair_workshop/resources.html,1
/ug2-practical/acknolwedgements.html,1
/ug2-practical/continuing-the-glm-two-factor-designs.html?fbclid=IwAR27ESbjfxPsL8iAjxeeYuIrYEliy9Fs_RUGZ9UhSNpKojz3QOmMhen_jW4,1

# Start date: 20211010
# End date: 20211014
Page path + query string and screen class,Views,Users
/,605,340
/data-skills-v1/loading-data.html,456,208
/data-skills-v1/ref1.html,242,153
/data-skills-v1/programming-basics.html,228,130
/analysis-v2/data-wrangling-a-key-skill.html,222,138
/analysis-v2/data-visualisation-through-ggplot2.html,181,116
/stat-models-v1/interactions.html,181,87
/data-skills-v1/,177,128
/stat-models-v1/,149,99
/data-skills-v1/getting-to-know-the-data.html,138,98
/stat-models-v1/multiple-regression.html,134,74
/analysis-v2/starting-with-r-markdown.html,124,101
/analysis-v2/,121,80
/quant-fun-v2/data-wrangling-1.html,120,70
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html,119,57
/msc-data-skills/ggplot.html,108,74
/quant-fun-v2/programming-basics.html,100,47
/quant-fun-v2/data-wrangling-2.html,98,50
/ug2-practical/,90,29
/mms/,88,48
/reprores-v2/,78,42
/quant-fun-v2/intro-to-r.html,75,41
/quant-fun-v2/starting-with-data.html,68,37
/data-skills-v1/data-wrangling-1.html,63,39
/msc-data-skills/sim.html,61,47
/reprores-v2/exercises.html,61,21
/stat-models-v1/introduction.html,55,38
/reprores-v2/data.html,54,24
/quant-fun-v2/,45,30
/ug2-practical/continuing-the-glm-two-factor-designs.html,45,19
/stat-models-v1/index.html,43,17
/shiny-tutorials/coding_club.html,41,31
/quant-fun-v2/visualisation.html,38,23
/stat-models-v1/introducing-linear-mixed-effects-models.html,38,31
/quant-fun-v2/one-way-anova.html,37,21
/ug2-practical/data-wrangling-a-key-skill.html,37,16
/reprores-v2/ggplot.html,33,19
/msc-data-skills/,32,20
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html,32,19
/ug2-practical/visualisation-through-ggplot2.html,32,14
/glossary/,31,26
/data-skills-v1/index.html,30,20
/books/,28,15
/quant-fun-v2/data-wrangling-3.html,28,16
/reprores-v2/repro.html,27,13
/ug2-practical/within-subjects-t-test.html,27,19
/analysis-v2/installing-r.html,26,21
/ug2-practical/introduction-to-glm-one-factor-anova.html,25,9
/analysis-v2/index.html,22,13
/msc-data-skills/glm.html,22,19
/ug2-practical/continuing-the-glm-one-factor-anova.html,22,9
/reprores-v2/index.html,21,9
/stat-models-v1/generalized-linear-mixed-effects-models.html,21,12
/reprores-v2/intro.html,20,12
/rmd_output/4/index.html,20,3
/quant-fun-v2/index.html,19,15
/rmd_output/2/index.html,19,3
/ug2-practical/starting-with-r-markdown.html,19,12
/introdataviz/,18,15
/rmd_output/1/index.html,18,3
/rmd_output/3/index.html,18,2
/ug2-practical/permutation-tests---a-skill-set.html,18,6
/ug2-practical/regression.html,18,9
/resources.html,16,11
/shiny-tutorials/01-first-app.html,16,16
/ug2-practical/combining-anova-and-regression-e.g.-ancovas.html,16,8
/data-skills-v1/intro-to-data-viz.html,15,10
/rmd_output/0/index.html,15,2
/ug2-practical/revisiting-probability-distributions.html,15,5
/handyworkbook/descriptives.html,14,10
/quant-fun-v2/foreword.html,14,12
/data-skills-v1/data-wrangling-2.html,13,9
/quant-fun-v2/correlation.html,13,7
/index.html,12,8
/msc-data-skills/data.html,12,11
/psychopy-bsc-talk/introduction.html,12,1
/book-template/psyteachr-style-guide.html,11,8
/data-skills-v1/scatterplots.html,11,5
/introdataviz/getting-started.html,11,9
/msc-data-skills/func.html,11,11
/template/,11,6
/ug2-practical/nhst-and-one-sample-t-tests.html,11,5
/introdataviz/introduction.html,10,8
/introdataviz/representing-summary-statistics.html,10,7
/book-template/,9,4
/msc-data-skills/index.html,9,5
/quant-fun-v2/factorial-anova.html,9,5
/quant-fun-v2/probability.html,9,8
/quant-fun-v2/t-tests.html,9,5
/reprores-v2/joins.html,9,3
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html,9,6
/analysis-v2/updating-r-rstudio-and-packages.html,8,4
/book-template/setup.html,8,3
/data-skills-v1/reshaping-data.html,8,5
/glossary/c,8,7
/glossary/r,8,10
/msc-conv/,8,6
/msc-data-skills/intro.html,8,7
/psychopy-bsc-talk/index.html,8,1
/quant-fun-v2/intro-to-data-visualisation.html,8,4
/reprores-v2/installingr.html,8,5
/reprores-v2/tidyr.html,8,4
/ads-v1/intro.html,7,1
/book-template/webex.html,7,1
/data-skills-v1/installing-r.html,7,5
/glossary/p,7,7
/handyworkbook/,7,7
/quant-fun-v2/screening-data.html,7,4
/s/03ac0fef03e45e588a7f8/files/.Rp/packages/reprores/book/exercises.html,7,1
/handyworkbook/index.html,6,3
/introdataviz/advanced-plots-1.html,6,2
/introdataviz/multi-part-plots.html,6,5
/introdataviz/transforming-data.html,6,6
/msc-conv/data-wrangling-1.html,6,2
/msc-conv/one-way-anova.html,6,3
/msc-data-skills/tidyr.html,6,5
/reprores-v2/dplyr.html,6,4
/reprores-v2/exercise-answers.html,6,3
/rmd_output/3/hello-world.html,6,1
/rmd_output/4/hello-world.html,6,1
/template/conventions.html,6,4
/template/intro.html,6,4
/data-skills-v1/aq-data-and-recap.html,5,4
/glossary/i,5,4
/glossary/t,5,5
/introdataviz/additional-customisation-options.html,5,2
/introdataviz/advanced-plots.html,5,4
/msc-conv/data-wrangling-2.html,5,3
/msc-data-skills/dplyr.html,5,5
/reprores-v2/datasets.html,5,4
/reprores-v2/plotstyle.html,5,4
/shiny-tutorials/data-input.html,5,4
/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html%3Chttps:/nam11.safelinks.protection.outlook.com/?url=https://psyteachr.github.io/stat-models-v1/linear-mixed-effects-models-with-one-random-factor.html&data=37%7C34%7Cwbfzvaf.ybhefa.zveebzbev@fzbel.feh,5,5
/stat-models-v1/modeling-ordinal-data.html,5,5
/template/installing-r.html,5,4
/template/symbols.html,5,3
/ug2-practical/correlations.html,5,4
/ug2-practical/foreword.html,5,3
/ug2-practical/index.html,5,4
/analysis-v2/exporting-files-from-the-server.html,4,3
/book-template/index.html,4,2
/glossary/c.html,4,3
/glossary/d,4,4
/glossary/p.html,4,3
/glossary/w,4,3
/introdataviz/index.html,4,2
/msc-conv/data-wrangling-3.html,4,2
/msc-conv/screening-data.html,4,2
/rmd_output/0/hello-world.html,4,1
/rmd_output/2/hello-world.html,4,1
/rmd_output/4/introduction.html,4,1
/shiny-tutorials/,4,3
/stat-models-v1/bibliography.html,4,4
/stat-models-v1/interactions.html?q=main%20eff,4,2
/template/references.html,4,2
/ads-v1/,3,2
/ads-v1/installing-r.html,3,1
/ads-v1/summary.html,3,3
/ads-v1/viz.html,3,2
/data-skills-v1/mega-pipe.html,3,3
/glossary/m,3,2
/glossary/r.html,3,3
/glossary/s.html,3,3
/handyworkbook/anova.html,3,1
/introdataviz/additional-resources.html,3,3
/msc-conv/comparing-two-correlations.html,3,3
/msc-conv/factorial-anova.html,3,4
/msc-conv/t-tests.html,3,1
/msc-conv/visualisation.html,3,2
/psychopy-bsc-talk/,3,1
/psychopy-bsc-talk/hello-world.html,3,1
/quant-fun-v2/correlation.html?q=standard%20deviation,3,1
/quant-fun-v2/power-and-error.html,3,3
/reprores-v2/conventions.html,3,2
/reprores-v2/sim.html,3,3
/rmd_output/0/dthcb_gioithieu.html,3,1
/rmd_output/0/introduction.html,3,1
/rmd_output/2/dthcb_gioithieu.html,3,1
/template/index.html,3,2
/template/license.html,3,2
/ug2-practical/apes---alpha-power-effect-sizes-sample-size.html,3,2
/ug2-practical/reflection---chpts-1-9.html,3,1
/ug2-practical/reflection---chpts-10-15.html,3,2
/ads-v1/custom.html,2,2
/ads-v1/index.html,2,2
/ads-v1/reports.html,2,1
/analysis-v2/data-wrangling-a-key-skill.html?q=group,2,2
/data-skills-v1/pipes.html,2,2
/data-skills-v1/probability-continued.html,2,2
/data-skills-v1/programming-basics.html?q=download,2,1
/glossary/a.html,2,2
/glossary/b,2,2
/glossary/index.html,2,2
/glossary/l,2,2
/glossary/l.html,2,1
/glossary/n,2,2
/glossary/t.html,2,3
/handyworkbook/between-subjects-students-t-test.html,2,1
/handyworkbook/foreword.html,2,2
/handyworkbook/one-sample-chi-square.html,2,2
/introdataviz/additional-customisation-options.html?q=expand,2,1
/mms/index.html,2,2
/msc-conv/correlation.html,2,2
/msc-conv/loading-data.html,2,2
/msc-conv/programming-basics.html,2,2
/msc-data-skills/exercise-answers.html,2,1
/msc-data-skills/installingr.html,2,2
/msc-data-skills/joins.html,2,2
/quant-fun-v2/citing-r-rstudio.html,2,2
/quant-fun-v2/data-wrangling-2.html?q=count,2,1
/quant-fun-v2/multiple-regression.html,2,1
/quant-fun-v2/regression.html,2,1
/quant-fun-v2/screening-data.html?q=skew,2,1
/quant-fun-v2/symbols.html,2,1
/reprores-v2/acknowledgements.html,2,1
/reprores-v2/reprores-v2.pdf,2,2
/rmd_output/0/about-psychopy.html,2,1
/rmd_output/1/dthcb_gioithieu.html,2,1
/rmd_output/1/hello-world.html,2,1
/rmd_output/2/introduction.html,2,1
/s/03ac061af1508e588a7f8/files/.Rp/packages/reprores/book/exercises.html,2,1
/s/03ac061af1508e588a7f8/files/.Rp/packages/reprores/book/index.html,2,1
/shinyintro/,2,2
/stat-models-v1/index.html?fbclid=IwAR3yrdQNOvPqqNplcMPQ-vJuNowkbBZxJ2VbeBcXcefMkNxMdL5OXV5AkjI,2,1
/stat-models-v1/interactions.html?q=deco,2,1
/stat-models-v1/linear-mixed-effects-models-with-crossed-random-factors.html?q=lme4,2,1
/stat-models-v1/understanding-correlation-and-regression-through-bivariate-simulation.html?q=corr,2,1
/?fbclid=IwAR2DhOd0LAxXuO4maKn4FF12Fulb0t-X6Zph5ahxDBgQmTYsEdOdd1RKbMw,1,1
/?s=03,1,1
/ads-v1/conventions.html,1,1
/ads-v1/data.html,1,1
/ads-v1/plotstyle.html,1,1
/ads-v1/tidy.html,1,1
/ads-v1/viz.html?q=objects,1,1
/ads-v1/wrangle.html,1,1
/analysis-v2/acknowledgements.html,1,1
/analysis-v2/data-wrangling-a-key-skill.html?fbclid=IwAR0cdWjvp35lr75Ew4ZgOfdJRS6EQeGWVUAnqSW9Hc74MysOBjNpYWcR3rU,1,1
/analysis-v2/data-wrangling-a-key-skill.html?q=inner,1,1
/analysis-v2/data-wrangling-a-key-skill.html?q=pull(),1,1
/analysis-v2/data-wrangling-a-key-skill.html?q=task%202,1,1
/analysis-v2/starting-with-r-markdown.html?q=read_csv,1,1
/analysis-v2/starting-with-r-markdown.html?q=rep,1,1
/analysis-v2/symbols.html,1,1
/book-template/style-demo.html,1,1
/book-template/symbols.html,1,1
/data-skills-v1/installing-r.html?q=download%20r,1,1
/data-skills-v1/intro-to-data-viz.html?q=visua,1,1
/data-skills-v1/intro-to-probability.html,1,1
/data-skills-v1/loading-data.html?q=visual,1,1
/data-skills-v1/programming-basics.html?q=install%20package,1,1
/data-skills-v1/project-analysis.html,1,1
/data-skills-v1/project-analysis.html?q=codebook,1,1
/data-skills-v1/project-analysis.html?q=na.rm,1,1
/data-skills-v1/project-analysis.html?q=wider,1,1
/data-skills-v1/reshaping-data.html?q=INNER_JOIN,1,1
/data-skills-v1/scatterplots.html?q=color,1,1
/data-skills-v1/scatterplots.html?q=corr,1,1
/data-skills-v1/scatterplots.html?q=correlation,1,1
/data-skills-v1/simulation.html,1,1
/data-skills-v1/simulation.html?q=labs,1,1
/data-skills-v1/updating-r-rstudio-and-packages.html,1,1
/glossary/a,1,1
/glossary/b.html,1,1
/glossary/d.html,1,1
/glossary/f,1,1
/glossary/h.html,1,1
/glossary/null,1,1
/glossary/o,1,1
/glossary/o.html,1,1
/glossary/s,1,1
/glossary/symbols.html,1,1
/glossary/y,1,1
/glossary/y.html,1,1
/handyworkbook/chi-square-cross-tabulation.html,1,1
